T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target,Cluster
-53,-37,-55,-66,-61,-62,-65,-70,-62,-53,-56,-53,-66,-67,-72,-60,-67,-77,A19,2
-54,-47,-54,-65,-66,-66,-64,-73,-65,-44,-53,-61,-59,-64,-62,-74,-66,-67,A20,133
-64,-57,-70,-64,-76,-69,-80,-81,-78,-55,-47,-61,-62,-82,-69,-67,-79,-80,A18,135
-64,-57,-64,-56,-48,-61,-95,-70,-74,-57,-50,-56,-50,-58,-59,-55,-65,-82,A39,197
-51,-58,-50,-53,-69,-57,-66,-71,-66,-57,-53,-53,-61,-64,-65,-60,-84,-71,B12,136
-62,-69,-59,-54,-64,-53,-78,-65,-67,-57,-71,-56,-57,-71,-61,-65,-68,-61,A36,36
-61,-69,-66,-71,-57,-61,-55,-54,-59,-56,-65,-74,-58,-61,-51,-46,-57,-53,A63,81
-74,-66,-63,-68,-68,-58,-86,-71,-73,-74,-86,-80,-84,-60,-54,-76,-77,-71,B46,98
-73,-61,-54,-68,-51,-63,-67,-59,-60,-63,-60,-70,-55,-56,-53,-52,-59,-64,A44,84
-52,-39,-60,-68,-71,-74,-78,-72,-75,-51,-45,-59,-62,-61,-79,-59,-72,-72,A15,51
-81,-72,-61,-67,-73,-58,-67,-70,-78,-63,-68,-77,-66,-70,-67,-62,-64,-67,A34,131
-50,-53,-63,-54,-57,-56,-62,-74,-56,-43,-57,-60,-66,-53,-65,-61,-73,-67,B7,132
-82,-83,-66,-77,-70,-71,-56,-56,-53,-82,-77,-82,-67,-65,-66,-71,-60,-53,B66,142
-56,-61,-65,-70,-69,-69,-73,-78,-72,-55,-56,-57,-62,-72,-67,-73,-82,-76,A14,50
-68,-61,-49,-69,-69,-61,-71,-79,-78,-53,-50,-58,-72,-76,-65,-69,-76,-74,A21,18
-56,-49,-52,-66,-66,-61,-81,-68,-70,-48,-50,-55,-61,-63,-64,-63,-62,-66,A24,52
-75,-69,-75,-76,-61,-72,-63,-58,-51,-83,-77,-81,-73,-63,-65,-58,-66,-64,B78,184
-84,-86,-66,-77,-68,-71,-56,-57,-53,-82,-81,-86,-66,-66,-64,-71,-60,-53,B66,142
-79,-84,-65,-76,-65,-70,-64,-61,-64,-77,-85,-74,-73,-63,-74,-67,-49,-65,B62,151
-62,-71,-60,-66,-57,-57,-59,-62,-50,-81,-64,-71,-59,-58,-72,-69,-61,-45,B76,155
-72,-63,-68,-63,-64,-56,-56,-47,-53,-62,-66,-66,-59,-57,-58,-76,-56,-50,B64,10
-71,-68,-60,-57,-58,-56,-70,-64,-72,-65,-63,-68,-49,-78,-68,-64,-71,-81,A37,123
-66,-64,-68,-68,-59,-51,-73,-78,-82,-56,-59,-61,-57,-72,-63,-64,-75,-74,A29,221
-60,-66,-63,-66,-66,-64,-79,-79,-67,-55,-56,-57,-67,-71,-69,-78,-71,-74,A4,20
-62,-59,-62,-58,-60,-68,-50,-55,-60,-62,-65,-68,-70,-48,-57,-53,-62,-64,B48,179
-62,-74,-72,-75,-77,-70,-84,-77,-80,-63,-66,-64,-71,-82,-81,-82,-71,-81,A13,108
-50,-55,-62,-69,-67,-63,-77,-82,-75,-43,-67,-58,-55,-74,-64,-75,-64,-70,A15,78
-51,-49,-43,-65,-60,-54,-66,-71,-62,-56,-55,-63,-69,-66,-65,-65,-70,-65,A23,161
-66,-57,-69,-68,-58,-51,-55,-73,-74,-63,-61,-63,-62,-58,-55,-57,-59,-68,A52,112
-95,-52,-67,-95,-95,-68,-65,-95,-95,-95,-95,-95,-58,-95,-95,-66,-95,-95,B23,40
-73,-69,-70,-67,-54,-53,-71,-63,-69,-74,-68,-65,-54,-63,-47,-54,-69,-68,A43,170
-65,-58,-68,-70,-57,-51,-55,-70,-70,-63,-59,-65,-62,-56,-55,-59,-59,-69,A52,112
-69,-72,-74,-71,-65,-59,-67,-63,-61,-70,-66,-71,-61,-71,-60,-59,-52,-59,A61,109
-59,-45,-60,-54,-61,-61,-67,-74,-65,-52,-57,-54,-65,-58,-68,-61,-64,-67,B8,48
-57,-49,-53,-67,-66,-63,-95,-66,-70,-48,-51,-56,-58,-64,-66,-64,-62,-67,A24,196
-59,-58,-63,-50,-67,-62,-72,-63,-61,-58,-56,-49,-60,-60,-63,-59,-66,-74,B24,72
-65,-68,-60,-61,-55,-59,-77,-61,-57,-73,-65,-67,-56,-60,-57,-45,-54,-54,A76,66
-66,-57,-55,-64,-65,-64,-76,-70,-69,-67,-64,-54,-68,-64,-71,-73,-73,-71,B26,190
-65,-56,-75,-73,-83,-70,-81,-79,-82,-68,-64,-83,-72,-84,-77,-74,-71,-75,B9,15
-69,-64,-78,-64,-65,-45,-57,-71,-62,-62,-64,-67,-53,-39,-45,-58,-59,-64,A51,101
-64,-73,-58,-51,-62,-71,-68,-76,-75,-55,-64,-57,-77,-64,-64,-67,-65,-69,A33,-1
-64,-68,-63,-68,-68,-65,-60,-79,-67,-75,-71,-63,-58,-51,-50,-55,-61,-57,A49,124
-70,-68,-63,-74,-61,-55,-61,-67,-69,-75,-69,-62,-65,-62,-50,-55,-70,-71,A45,198
-76,-62,-59,-61,-60,-52,-65,-65,-68,-63,-68,-63,-56,-66,-55,-61,-69,-69,A42,91
-48,-57,-58,-70,-70,-78,-70,-83,-84,-58,-57,-62,-79,-73,-70,-67,-82,-95,B4,55
-65,-61,-62,-56,-58,-53,-75,-69,-85,-54,-66,-60,-54,-62,-64,-64,-64,-76,A33,33
-75,-73,-63,-64,-62,-67,-55,-62,-55,-81,-71,-79,-68,-63,-52,-54,-62,-59,B49,61
-71,-69,-73,-66,-53,-52,-76,-65,-67,-74,-66,-64,-56,-62,-48,-55,-68,-66,A43,170
-64,-70,-59,-67,-58,-57,-57,-62,-50,-84,-63,-71,-62,-58,-70,-67,-63,-45,B76,155
-64,-70,-60,-66,-57,-57,-57,-62,-51,-84,-64,-71,-62,-58,-70,-68,-62,-46,B76,155
-59,-79,-61,-68,-49,-62,-56,-62,-60,-66,-69,-65,-64,-44,-46,-72,-63,-62,B43,120
-72,-81,-64,-66,-38,-54,-66,-67,-77,-63,-64,-65,-56,-59,-54,-64,-66,-70,A38,163
-64,-69,-60,-61,-55,-58,-78,-58,-57,-71,-65,-67,-54,-59,-57,-45,-54,-52,A76,66
-71,-69,-72,-66,-53,-52,-76,-64,-67,-74,-66,-63,-55,-62,-48,-55,-68,-66,A43,170
-76,-66,-61,-56,-61,-54,-67,-68,-71,-62,-63,-62,-60,-74,-61,-69,-66,-62,A33,211
-66,-61,-62,-56,-59,-53,-75,-69,-83,-54,-66,-59,-54,-62,-64,-63,-65,-77,A33,33
-75,-76,-82,-78,-75,-67,-63,-58,-55,-74,-70,-79,-64,-71,-63,-57,-52,-67,B13,127
-45,-56,-64,-69,-69,-66,-78,-81,-74,-64,-61,-66,-75,-75,-69,-73,-74,-73,A9,-1
-63,-69,-65,-61,-61,-66,-74,-76,-83,-67,-63,-78,-58,-73,-62,-65,-70,-82,A34,74
-57,-50,-53,-64,-66,-63,-81,-66,-71,-48,-51,-56,-59,-64,-66,-64,-62,-67,A24,52
-72,-74,-69,-66,-67,-61,-64,-73,-66,-63,-66,-62,-63,-58,-50,-54,-61,-58,A58,45
-56,-60,-77,-45,-56,-58,-56,-66,-60,-62,-62,-48,-58,-61,-69,-67,-69,-79,B27,152
-48,-57,-57,-68,-70,-81,-70,-81,-83,-58,-57,-64,-83,-74,-70,-67,-81,-95,B4,55
-73,-69,-64,-69,-64,-62,-60,-41,-56,-62,-69,-67,-62,-62,-56,-49,-49,-57,A67,71
-72,-64,-53,-58,-61,-64,-61,-58,-62,-59,-64,-69,-53,-48,-58,-60,-62,-54,B36,49
-66,-64,-70,-60,-59,-62,-53,-58,-63,-81,-74,-85,-67,-61,-56,-61,-67,-65,B45,106
-74,-71,-64,-75,-61,-55,-61,-67,-69,-78,-66,-62,-65,-62,-52,-55,-71,-71,A45,198
-80,-72,-78,-68,-65,-59,-71,-60,-53,-70,-67,-95,-63,-68,-60,-56,-52,-55,B13,173
-64,-68,-64,-66,-66,-54,-62,-51,-44,-76,-63,-62,-66,-61,-58,-54,-48,-51,A71,44
-80,-63,-61,-61,-63,-52,-66,-67,-68,-62,-67,-63,-57,-67,-55,-61,-68,-70,A42,91
-70,-67,-67,-70,-58,-56,-56,-51,-50,-71,-63,-74,-71,-68,-61,-64,-51,-45,B72,140
-55,-59,-59,-74,-68,-64,-66,-68,-71,-50,-53,-66,-65,-64,-69,-71,-73,-66,A12,57
-64,-64,-70,-69,-57,-57,-53,-56,-65,-70,-68,-68,-63,-57,-51,-58,-64,-71,B45,35
-55,-56,-72,-76,-72,-70,-78,-78,-82,-50,-55,-59,-65,-79,-83,-80,-72,-82,A10,54
-66,-68,-63,-63,-59,-53,-71,-75,-70,-60,-61,-58,-55,-78,-61,-66,-71,-78,A33,4
-67,-63,-49,-66,-65,-61,-72,-83,-76,-56,-58,-62,-69,-71,-64,-70,-80,-71,A21,18
-42,-58,-70,-70,-79,-72,-76,-84,-80,-59,-66,-68,-65,-81,-85,-70,-88,-74,A6,138
-52,-64,-50,-61,-62,-71,-59,-65,-60,-63,-52,-63,-54,-64,-66,-59,-62,-60,B16,79
-56,-59,-71,-45,-56,-57,-56,-66,-60,-61,-61,-48,-58,-60,-69,-67,-69,-79,B27,152
-64,-68,-60,-61,-55,-58,-81,-58,-57,-72,-64,-67,-54,-59,-57,-45,-54,-53,A76,66
-67,-60,-60,-61,-51,-39,-59,-76,-50,-68,-71,-68,-61,-47,-57,-54,-67,-59,B39,64
-65,-73,-55,-66,-66,-53,-76,-79,-70,-62,-63,-63,-60,-62,-59,-62,-69,-65,A33,-1
-76,-75,-70,-70,-58,-61,-58,-47,-51,-72,-66,-73,-72,-55,-61,-54,-45,-53,B67,94
-66,-61,-60,-57,-62,-54,-61,-61,-62,-69,-74,-71,-66,-53,-73,-79,-67,-69,B41,58
-76,-66,-68,-71,-68,-70,-57,-57,-59,-78,-84,-72,-67,-58,-67,-66,-55,-54,B69,144
-78,-71,-80,-70,-71,-68,-59,-56,-46,-69,-77,-71,-79,-67,-79,-61,-65,-56,B79,182
-61,-64,-56,-62,-73,-77,-80,-77,-74,-66,-68,-65,-73,-79,-76,-84,-77,-72,B22,92
-63,-58,-65,-56,-50,-61,-73,-71,-71,-57,-50,-55,-50,-58,-60,-56,-65,-75,A39,197
-79,-68,-80,-67,-65,-57,-73,-59,-52,-75,-69,-82,-63,-69,-61,-56,-51,-55,A65,127
-49,-49,-70,-64,-63,-68,-67,-73,-77,-58,-61,-73,-68,-77,-72,-74,-72,-83,B2,128
-67,-62,-68,-69,-68,-52,-46,-62,-66,-58,-62,-59,-52,-53,-47,-59,-61,-57,A55,89
-67,-72,-63,-66,-66,-64,-60,-79,-66,-80,-73,-65,-58,-51,-50,-55,-62,-57,A49,124
-77,-80,-73,-72,-69,-69,-68,-65,-60,-76,-76,-74,-82,-64,-61,-55,-65,-63,A66,26
-52,-66,-73,-75,-95,-60,-80,-77,-71,-50,-56,-59,-66,-75,-80,-67,-84,-76,A3,165
-74,-67,-68,-71,-69,-70,-57,-57,-59,-75,-85,-72,-67,-58,-65,-67,-55,-54,B69,144
-62,-70,-64,-59,-53,-69,-50,-52,-51,-74,-68,-64,-62,-65,-52,-61,-68,-62,B51,47
-74,-86,-72,-67,-74,-64,-64,-73,-76,-72,-78,-70,-79,-62,-55,-60,-59,-66,A50,29
-63,-71,-64,-71,-77,-68,-95,-80,-75,-63,-68,-70,-81,-95,-75,-95,-80,-95,B5,37
-65,-56,-76,-73,-85,-70,-81,-78,-82,-68,-64,-84,-72,-83,-77,-74,-71,-75,B9,15
-48,-53,-66,-56,-61,-56,-62,-67,-56,-43,-56,-61,-70,-58,-64,-66,-79,-65,B7,132
-50,-58,-50,-54,-66,-57,-65,-72,-65,-56,-51,-53,-62,-64,-65,-60,-83,-71,B12,136
-71,-68,-60,-57,-58,-56,-70,-66,-72,-65,-63,-68,-50,-80,-69,-64,-72,-83,A37,123
-62,-72,-63,-70,-62,-66,-55,-48,-49,-68,-63,-65,-70,-59,-67,-45,-46,-56,B60,180
-60,-56,-62,-50,-70,-63,-76,-63,-59,-61,-54,-48,-59,-59,-63,-59,-66,-72,B24,72
-67,-58,-56,-69,-62,-54,-51,-56,-54,-66,-63,-66,-60,-45,-46,-50,-51,-57,B47,114
-42,-58,-74,-69,-84,-72,-74,-85,-81,-59,-66,-66,-65,-83,-81,-71,-85,-73,A6,138
-56,-56,-63,-63,-64,-72,-67,-70,-71,-61,-54,-71,-58,-67,-65,-95,-66,-67,A8,97
-71,-74,-70,-68,-79,-63,-65,-69,-66,-62,-64,-60,-63,-57,-51,-54,-61,-58,A58,45
-68,-66,-67,-73,-60,-56,-58,-51,-48,-74,-64,-77,-75,-73,-61,-63,-51,-47,B72,140
-68,-65,-64,-67,-80,-75,-87,-81,-84,-79,-70,-65,-69,-70,-76,-83,-82,-83,B21,12
-68,-61,-49,-68,-68,-60,-70,-81,-74,-53,-50,-57,-70,-74,-65,-70,-75,-73,A21,18
-56,-65,-67,-75,-68,-64,-74,-77,-75,-56,-55,-56,-66,-72,-65,-66,-75,-71,A1,11
-59,-56,-45,-67,-72,-58,-78,-66,-74,-55,-52,-44,-57,-76,-67,-71,-71,-70,A27,137
-51,-66,-78,-64,-69,-67,-77,-78,-72,-50,-55,-58,-74,-69,-73,-66,-86,-77,A3,32
-68,-63,-68,-66,-61,-53,-62,-69,-66,-66,-62,-72,-54,-63,-54,-65,-61,-60,A41,193
-67,-66,-63,-59,-62,-50,-66,-66,-81,-61,-59,-76,-57,-52,-53,-55,-60,-64,A48,167
-95,-65,-95,-59,-62,-95,-64,-95,-80,-61,-95,-75,-57,-95,-95,-95,-59,-95,A48,-1
-63,-70,-64,-71,-78,-68,-95,-83,-75,-63,-68,-70,-81,-95,-76,-95,-82,-95,B5,37
-55,-57,-71,-75,-72,-71,-79,-81,-78,-49,-57,-58,-65,-80,-75,-75,-73,-79,A10,54
-71,-63,-73,-61,-66,-45,-56,-67,-70,-62,-70,-66,-52,-40,-45,-59,-59,-64,A51,101
-64,-67,-63,-68,-68,-64,-60,-78,-67,-75,-72,-63,-58,-51,-50,-55,-61,-57,A49,124
-61,-59,-55,-56,-52,-65,-54,-57,-64,-70,-62,-64,-54,-47,-65,-62,-61,-64,B40,21
-66,-64,-70,-62,-58,-61,-53,-58,-63,-81,-74,-83,-67,-61,-56,-61,-66,-65,B45,106
-62,-74,-62,-59,-57,-72,-52,-51,-54,-71,-69,-65,-62,-63,-52,-58,-68,-61,B51,47
-72,-82,-71,-69,-71,-63,-76,-55,-45,-75,-67,-65,-67,-60,-77,-64,-51,-39,B71,75
-68,-76,-57,-59,-54,-60,-70,-73,-66,-66,-68,-64,-57,-68,-68,-78,-78,-74,B38,53
-67,-66,-63,-59,-62,-50,-66,-64,-81,-61,-59,-76,-57,-53,-53,-55,-60,-64,A48,167
-72,-67,-65,-78,-64,-69,-54,-61,-58,-77,-84,-72,-80,-62,-56,-61,-56,-70,B53,185
-71,-70,-66,-70,-70,-67,-62,-57,-47,-79,-64,-75,-78,-62,-71,-59,-53,-45,B75,122
-68,-65,-63,-69,-61,-60,-50,-59,-64,-59,-64,-61,-58,-53,-49,-45,-56,-61,A59,102
-60,-47,-64,-63,-68,-72,-80,-79,-76,-57,-58,-73,-66,-67,-71,-95,-73,-74,B10,164
-52,-58,-49,-53,-70,-57,-66,-70,-67,-57,-56,-54,-62,-63,-65,-60,-84,-69,B12,136
-66,-56,-74,-74,-82,-71,-78,-77,-84,-67,-64,-80,-71,-82,-79,-76,-71,-79,B9,15
-65,-55,-58,-48,-56,-55,-58,-60,-56,-65,-65,-59,-47,-57,-72,-60,-73,-71,B31,17
-50,-52,-64,-56,-60,-57,-63,-65,-54,-43,-56,-62,-68,-56,-68,-60,-79,-65,B7,132
-60,-61,-53,-54,-68,-60,-77,-69,-72,-69,-66,-56,-49,-67,-62,-72,-79,-67,A30,160
-51,-66,-73,-75,-95,-62,-79,-76,-71,-50,-54,-59,-67,-75,-79,-68,-84,-76,A3,165
-49,-53,-69,-54,-60,-56,-63,-67,-56,-42,-56,-62,-70,-58,-64,-65,-77,-65,B7,132
-76,-73,-85,-75,-70,-70,-69,-61,-55,-78,-86,-79,-78,-66,-73,-62,-55,-48,A78,146
-65,-55,-58,-49,-55,-55,-58,-60,-56,-65,-66,-59,-47,-57,-72,-60,-74,-72,B31,17
-68,-61,-56,-56,-60,-59,-68,-66,-72,-58,-55,-56,-58,-61,-61,-59,-63,-65,B20,80
-54,-57,-63,-63,-64,-74,-66,-69,-71,-61,-54,-73,-57,-67,-66,-95,-67,-67,A8,97
-62,-59,-62,-58,-60,-69,-51,-55,-60,-62,-65,-68,-70,-46,-57,-53,-63,-65,B48,179
-71,-81,-67,-69,-70,-75,-66,-62,-62,-85,-72,-84,-68,-64,-68,-62,-67,-45,A79,38
-62,-59,-61,-58,-61,-71,-51,-55,-61,-63,-65,-68,-71,-47,-57,-53,-62,-66,B48,179
-74,-69,-76,-68,-70,-56,-63,-63,-63,-77,-68,-68,-65,-58,-50,-55,-58,-60,A57,96
-85,-73,-61,-65,-71,-58,-67,-71,-82,-62,-68,-76,-68,-72,-67,-62,-64,-67,A34,131
-72,-62,-67,-61,-64,-79,-70,-83,-85,-70,-82,-68,-64,-70,-87,-86,-80,-79,B33,126
-65,-55,-59,-48,-56,-55,-58,-61,-56,-66,-65,-59,-47,-57,-71,-61,-74,-70,B31,17
-59,-68,-72,-64,-57,-60,-55,-53,-61,-57,-64,-72,-57,-60,-51,-47,-56,-53,A63,81
-64,-57,-72,-64,-77,-69,-79,-81,-77,-55,-47,-61,-62,-80,-67,-66,-78,-77,A18,135
-73,-68,-78,-71,-67,-76,-59,-65,-62,-86,-82,-79,-70,-61,-67,-61,-66,-63,B58,134
-64,-63,-77,-68,-55,-46,-63,-65,-61,-57,-58,-56,-53,-39,-53,-59,-59,-62,A47,113
-78,-66,-65,-82,-84,-59,-74,-71,-68,-71,-65,-77,-72,-54,-50,-60,-61,-61,A53,-1
-63,-58,-61,-58,-61,-70,-52,-55,-61,-62,-65,-68,-73,-49,-57,-53,-61,-66,B48,179
-67,-62,-64,-59,-58,-70,-67,-76,-73,-69,-72,-74,-54,-68,-68,-76,-75,-95,B34,77
-68,-66,-71,-67,-66,-57,-62,-73,-60,-67,-75,-80,-65,-63,-66,-52,-54,-59,A69,85
-63,-66,-67,-63,-69,-61,-49,-54,-49,-71,-75,-73,-69,-51,-63,-48,-49,-58,B59,63
-61,-47,-63,-63,-68,-71,-81,-80,-76,-59,-58,-73,-66,-68,-72,-95,-73,-74,B10,164
-68,-70,-64,-65,-73,-86,-81,-85,-85,-73,-63,-69,-69,-84,-89,-77,-88,-95,B21,68
-75,-69,-64,-70,-64,-62,-60,-41,-55,-62,-69,-67,-62,-62,-57,-47,-49,-58,A67,71
-65,-58,-55,-65,-64,-64,-73,-69,-71,-67,-64,-54,-69,-63,-70,-74,-72,-72,B26,190
-66,-58,-56,-65,-68,-60,-74,-78,-71,-54,-61,-57,-59,-66,-64,-66,-70,-84,A21,176
-78,-84,-65,-73,-65,-71,-64,-61,-65,-78,-83,-74,-73,-63,-75,-68,-50,-64,B62,151
-62,-73,-62,-70,-62,-66,-55,-48,-49,-68,-63,-65,-70,-59,-68,-45,-45,-54,B60,180
-81,-70,-66,-64,-63,-79,-95,-67,-62,-83,-81,-78,-84,-60,-73,-63,-69,-68,B54,121
-64,-68,-59,-61,-55,-58,-80,-61,-57,-73,-64,-67,-56,-61,-57,-45,-54,-54,A76,66
-64,-69,-64,-67,-66,-53,-61,-52,-45,-77,-63,-63,-69,-60,-59,-53,-50,-50,A71,44
-65,-55,-58,-50,-55,-55,-58,-60,-56,-65,-66,-59,-47,-57,-72,-61,-74,-72,B31,17
-77,-81,-73,-69,-68,-69,-68,-64,-59,-76,-76,-74,-84,-64,-61,-56,-66,-63,A66,26
-66,-61,-61,-71,-69,-58,-74,-78,-78,-55,-56,-61,-55,-80,-72,-65,-76,-74,A25,24
-68,-67,-71,-67,-67,-57,-62,-73,-61,-67,-74,-81,-66,-63,-66,-52,-54,-60,A69,85
-74,-69,-64,-70,-64,-62,-61,-40,-56,-62,-69,-67,-61,-62,-56,-49,-49,-58,A67,71
-67,-67,-75,-69,-52,-58,-52,-49,-56,-68,-67,-68,-64,-50,-70,-43,-59,-59,B56,177
-50,-56,-59,-69,-70,-64,-77,-81,-75,-43,-64,-62,-55,-77,-65,-78,-64,-68,A11,78
-64,-68,-59,-66,-58,-57,-58,-61,-50,-84,-63,-73,-60,-58,-69,-68,-61,-45,B76,155
-56,-45,-64,-55,-56,-54,-69,-64,-63,-50,-56,-58,-62,-60,-61,-62,-62,-64,B11,90
-72,-83,-72,-69,-69,-64,-73,-55,-46,-76,-66,-65,-67,-60,-77,-63,-51,-40,B71,75
-73,-63,-68,-63,-64,-56,-56,-47,-53,-63,-66,-65,-59,-57,-58,-77,-56,-50,B64,10
-63,-70,-64,-70,-77,-68,-95,-82,-72,-63,-68,-70,-82,-95,-75,-86,-81,-95,B5,37
-50,-53,-65,-54,-59,-57,-63,-64,-54,-43,-56,-61,-69,-56,-67,-60,-86,-66,B7,132
-62,-70,-67,-67,-76,-78,-72,-78,-80,-60,-66,-60,-73,-76,-64,-69,-76,-78,A9,-1
-68,-62,-65,-59,-59,-72,-67,-74,-72,-70,-72,-76,-54,-67,-68,-75,-77,-95,B34,77
-58,-46,-60,-53,-61,-62,-67,-76,-65,-52,-57,-54,-66,-58,-68,-61,-65,-67,B8,48
-50,-57,-61,-74,-69,-63,-76,-84,-72,-44,-62,-64,-55,-74,-62,-72,-64,-70,A11,78
-49,-57,-60,-71,-70,-63,-77,-84,-76,-44,-64,-61,-55,-75,-63,-73,-64,-70,A11,78
-64,-68,-64,-62,-61,-64,-74,-76,-83,-67,-63,-77,-58,-74,-61,-64,-72,-81,A34,74
-55,-61,-48,-73,-73,-65,-70,-75,-68,-55,-54,-57,-68,-72,-68,-67,-71,-70,A39,-1
-63,-65,-76,-69,-57,-57,-53,-56,-66,-69,-75,-68,-63,-57,-52,-58,-65,-71,B45,35
-63,-64,-62,-57,-56,-52,-66,-76,-84,-70,-60,-55,-49,-70,-56,-67,-78,-63,A37,99
-76,-77,-72,-71,-59,-61,-59,-46,-53,-73,-66,-74,-71,-55,-62,-54,-45,-53,B67,94
-59,-65,-65,-70,-76,-65,-73,-80,-84,-50,-54,-59,-62,-68,-68,-74,-75,-72,A4,62
-63,-63,-77,-69,-54,-45,-63,-65,-62,-57,-58,-56,-53,-40,-51,-59,-61,-62,A47,113
-63,-57,-68,-70,-57,-45,-55,-60,-61,-69,-71,-72,-61,-48,-59,-53,-61,-55,B44,118
-67,-81,-71,-62,-62,-63,-61,-74,-59,-95,-83,-73,-69,-63,-43,-57,-73,-67,B50,16
-84,-72,-74,-76,-72,-70,-66,-59,-45,-74,-95,-77,-73,-70,-63,-64,-55,-48,A74,95
-71,-61,-66,-53,-51,-63,-82,-58,-75,-79,-66,-67,-61,-60,-73,-75,-64,-76,B37,0
-79,-71,-62,-73,-62,-74,-64,-50,-50,-72,-82,-65,-71,-54,-65,-54,-49,-57,B63,59
-52,-49,-43,-66,-61,-55,-67,-68,-61,-63,-57,-66,-68,-68,-68,-66,-67,-64,A23,161
-52,-58,-49,-53,-71,-58,-66,-71,-67,-57,-56,-54,-61,-65,-65,-59,-85,-70,B12,136
-66,-63,-53,-57,-62,-61,-61,-58,-62,-60,-70,-66,-53,-49,-58,-58,-63,-54,B36,49
-68,-64,-64,-67,-80,-75,-87,-81,-86,-80,-70,-65,-69,-69,-76,-83,-83,-83,B21,12
-63,-69,-64,-61,-64,-61,-65,-65,-78,-70,-68,-62,-66,-61,-50,-56,-55,-78,A46,34
-73,-62,-63,-66,-51,-61,-67,-65,-74,-74,-62,-59,-64,-62,-61,-61,-65,-65,A41,248
-70,-95,-95,-95,-95,-95,-95,-95,-80,-95,-67,-95,-95,-95,-95,-75,-95,-95,A2,-1
-66,-59,-55,-65,-68,-60,-75,-78,-70,-53,-62,-57,-59,-66,-64,-66,-70,-84,A21,176
-68,-63,-68,-66,-61,-53,-62,-69,-66,-66,-62,-71,-54,-65,-54,-65,-61,-60,A41,193
-62,-69,-62,-59,-65,-61,-66,-62,-72,-68,-68,-63,-65,-61,-50,-57,-60,-66,A46,34
-76,-76,-72,-71,-58,-60,-58,-47,-52,-73,-66,-74,-72,-55,-61,-54,-45,-53,B67,94
-61,-57,-62,-56,-48,-61,-83,-70,-72,-57,-50,-56,-49,-59,-60,-55,-65,-85,A39,197
-76,-74,-71,-70,-59,-60,-60,-46,-54,-72,-66,-74,-73,-55,-62,-55,-45,-53,B67,94
-65,-74,-63,-68,-66,-56,-66,-69,-73,-80,-65,-63,-55,-58,-50,-52,-62,-60,A53,43
-64,-64,-62,-57,-57,-52,-66,-77,-84,-70,-60,-54,-49,-70,-56,-68,-78,-63,A37,99
-66,-67,-61,-64,-64,-64,-53,-62,-57,-67,-69,-64,-68,-56,-56,-48,-63,-59,B52,125
-72,-70,-62,-63,-66,-54,-53,-62,-63,-64,-62,-68,-61,-58,-56,-50,-54,-62,A60,147
-65,-68,-61,-65,-59,-63,-56,-59,-56,-65,-68,-65,-66,-54,-58,-47,-64,-58,B52,125
-62,-59,-62,-58,-60,-68,-51,-55,-61,-63,-64,-68,-70,-47,-57,-53,-64,-65,B48,179
-57,-63,-63,-71,-64,-65,-73,-77,-77,-53,-54,-56,-73,-70,-77,-80,-80,-77,A17,93
-50,-49,-43,-64,-61,-54,-66,-69,-61,-60,-57,-66,-68,-68,-66,-66,-67,-65,A23,161
-62,-59,-55,-62,-78,-64,-81,-71,-79,-54,-50,-60,-61,-67,-60,-64,-71,-71,A25,208
-65,-66,-59,-62,-56,-62,-67,-67,-59,-72,-64,-68,-55,-62,-57,-45,-54,-59,A76,66
-68,-61,-64,-59,-59,-71,-67,-73,-73,-69,-71,-76,-55,-68,-69,-74,-74,-81,B34,77
-56,-45,-57,-69,-69,-58,-73,-67,-66,-51,-63,-51,-61,-64,-65,-70,-64,-65,A16,148
-53,-62,-64,-75,-75,-69,-74,-78,-80,-51,-64,-68,-75,-73,-70,-75,-76,-76,A5,76
-78,-74,-77,-69,-64,-58,-70,-61,-53,-70,-68,-95,-63,-69,-60,-55,-52,-55,B13,173
-64,-59,-62,-65,-68,-58,-72,-76,-74,-61,-55,-61,-58,-70,-65,-65,-71,-73,A25,24
-68,-72,-55,-60,-55,-59,-71,-71,-68,-71,-66,-64,-58,-66,-72,-82,-84,-77,B38,53
-70,-61,-65,-65,-82,-58,-74,-82,-84,-54,-57,-57,-55,-71,-71,-66,-72,-79,A25,24
-71,-68,-67,-54,-50,-53,-64,-83,-70,-66,-63,-69,-55,-63,-66,-63,-69,-63,A37,-1
-73,-73,-64,-68,-63,-68,-55,-58,-58,-71,-70,-76,-69,-55,-66,-72,-61,-65,B53,215
-72,-68,-65,-72,-67,-65,-53,-63,-58,-78,-78,-74,-72,-58,-52,-61,-55,-67,B53,185
-65,-57,-67,-70,-56,-51,-55,-69,-71,-63,-62,-64,-62,-55,-56,-61,-59,-69,A52,112
-76,-66,-61,-66,-77,-60,-71,-70,-71,-71,-65,-78,-70,-55,-50,-58,-62,-61,A53,-1
-63,-70,-59,-66,-57,-57,-58,-62,-50,-84,-63,-71,-60,-58,-69,-70,-61,-46,B76,155
-68,-70,-64,-65,-74,-86,-82,-84,-83,-72,-63,-70,-70,-82,-89,-77,-88,-95,B21,68
-62,-59,-55,-63,-76,-64,-82,-72,-80,-53,-50,-61,-61,-67,-60,-65,-70,-74,A25,208
